1.0239746382908656e-08	-5.3685068755283246e+03	2.4588513500416731e+04	-4.7819831096068297e+00	0.0000000000000000e+00
1.0273935853302342e-08	-5.3628698813179108e+03	2.4471790966015869e+04	-4.7606667948143606e+00	0.0000000000000000e+00
1.0308125323696027e-08	-5.3572357296282562e+03	2.4355666331507637e+04	-4.7395071096810941e+00	0.0000000000000000e+00
1.0342314794089712e-08	-5.3516044083829729e+03	2.4240135531083619e+04	-4.7185023921058651e+00	0.0000000000000000e+00
1.0376504264483396e-08	-5.3459759055728027e+03	2.4125194538849330e+04	-4.6976510030233856e+00	0.0000000000000000e+00
1.0410693734877081e-08	-5.3403502092549497e+03	2.4010839368299108e+04	-4.6769513260108324e+00	0.0000000000000000e+00
1.0444883205270766e-08	-5.3347273075524390e+03	2.3897066071799716e+04	-4.6564017669021398e+00	0.0000000000000000e+00
1.0479072675664451e-08	-5.3291071886534810e+03	2.3783870740082282e+04	-4.6360007534101948e+00	0.0000000000000000e+00
1.0513262146058137e-08	-5.3234898408108302e+03	2.3671249501742586e+04	-4.6157467347569545e+00	0.0000000000000000e+00
1.0547451616451822e-08	-5.3178752523411686e+03	2.3559198522749419e+04	-4.5956381813103224e+00	0.0000000000000000e+00
1.0581641086845507e-08	-5.3122634116244963e+03	2.3447714005960916e+04	-4.5756735842291167e+00	0.0000000000000000e+00
1.0615830557239192e-08	-5.3066543071035167e+03	2.3336792190648677e+04	-4.5558514551142402e+00	0.0000000000000000e+00
1.0650020027632876e-08	-5.3010479272830480e+03	2.3226429352029565e+04	-4.5361703256677748e+00	0.0000000000000000e+00
1.0684209498026561e-08	-5.2954442607294359e+03	2.3116621800804984e+04	-4.5166287473578590e+00	0.0000000000000000e+00
1.0718398968420246e-08	-5.2898432960699665e+03	2.3007365882707523e+04	-4.4972252910908681e+00	0.0000000000000000e+00
1.0752588438813931e-08	-5.2842450219923076e+03	2.2898657978054838e+04	-4.4779585468899175e+00	0.0000000000000000e+00
1.0786777909207617e-08	-5.2786494272439249e+03	2.2790494501310593e+04	-4.4588271235793906e+00	0.0000000000000000e+00
1.0820967379601302e-08	-5.2730565006315364e+03	2.2682871900652346e+04	-4.4398296484760849e+00	0.0000000000000000e+00
1.0855156849994987e-08	-5.2674662310205667e+03	2.2575786657546287e+04	-4.4209647670859651e+00	0.0000000000000000e+00
1.0889346320388672e-08	-5.2618786073346055e+03	2.2469235286328618e+04	-4.4022311428070884e+00	0.0000000000000000e+00
1.0923535790782356e-08	-5.2562936185548660e+03	2.2363214333793534e+04	-4.3836274566383704e+00	0.0000000000000000e+00
1.0957725261176041e-08	-5.2507112537196572e+03	2.2257720378787613e+04	-4.3651524068935368e+00	0.0000000000000000e+00
1.0991914731569726e-08	-5.2451315019238773e+03	2.2152750031810545e+04	-4.3468047089212112e+00	0.0000000000000000e+00
1.1026104201963412e-08	-5.2395543523184879e+03	2.2048299934622049e+04	-4.3285830948298178e+00	0.0000000000000000e+00
1.1060293672357097e-08	-5.2339797941100169e+03	2.1944366759854900e+04	-4.3104863132180906e+00	0.0000000000000000e+00
1.1094483142750782e-08	-5.2284078165600504e+03	2.1840947210633880e+04	-4.2925131289107252e+00	0.0000000000000000e+00
1.1128672613144467e-08	-5.2228384089847486e+03	2.1738038020200642e+04	-4.2752845419077330e+00	0.0000000000000000e+00
1.1162862083538152e-08	-5.2172715607543596e+03	2.1635635951544307e+04	-4.2583894252404848e+00	0.0000000000000000e+00
1.1197051553931836e-08	-5.2117072612927332e+03	2.1533737797037713e+04	-4.2416074495222924e+00	0.0000000000000000e+00
1.1231241024325521e-08	-5.2061455000768556e+03	2.1432340378079192e+04	-4.2249375149725727e+00	0.0000000000000000e+00
1.1265430494719206e-08	-5.2005862666363828e+03	2.1331440544739835e+04	-4.2083785358035231e+00	0.0000000000000000e+00
1.1299619965112892e-08	-5.1950295505531749e+03	2.1231035175416062e+04	-4.1919294400000782e+00	0.0000000000000000e+00
1.1333809435506577e-08	-5.1894753414608485e+03	2.1131121176487461e+04	-4.1755891691046019e+00	0.0000000000000000e+00
1.1367998905900262e-08	-5.1839236290443287e+03	2.1031695481979757e+04	-4.1593566780050164e+00	0.0000000000000000e+00
1.1402188376293947e-08	-5.1783744030393955e+03	2.0932755053232893e+04	-4.1432309347271943e+00	0.0000000000000000e+00
1.1436377846687631e-08	-5.1728276532322616e+03	2.0834296878574027e+04	-4.1272109202312421e+00	0.0000000000000000e+00
1.1470567317081316e-08	-5.1672833694591363e+03	2.0736317972995432e+04	-4.1112956282112094e+00	0.0000000000000000e+00
1.1504756787475001e-08	-5.1617415416058047e+03	2.0638815377837189e+04	-4.0954840648988746e+00	0.0000000000000000e+00
1.1538946257868686e-08	-5.1562021596072000e+03	2.0541786160474618e+04	-4.0797752488707753e+00	0.0000000000000000e+00
1.1573135728262372e-08	-5.1506652134469969e+03	2.0445227414010260e+04	-4.0641682108589805e+00	0.0000000000000000e+00
1.1607325198656057e-08	-5.1451306931572044e+03	2.0349136256970487e+04	-4.0486619935653785e+00	0.0000000000000000e+00
1.1641514669049742e-08	-5.1395985888177574e+03	2.0253509833006516e+04	-4.0332556514789859e+00	0.0000000000000000e+00
1.1675704139443427e-08	-5.1340688905561292e+03	2.0158345310599831e+04	-4.0179482506970725e+00	0.0000000000000000e+00
1.1709893609837113e-08	-5.1285415885469229e+03	2.0063639882771917e+04	-4.0027388687489793e+00	0.0000000000000000e+00
1.1744083080230796e-08	-5.1230166730114934e+03	1.9969390766798206e+04	-3.9876265944235230e+00	0.0000000000000000e+00
